feature_1,feature_2,target
-0.24183045889685573,0.425162959196698,1
0.2097626222342927,-0.48994789497389685,1
0.42792616626567476,0.04011243886141732,1
0.8816257045849452,0.4169835527253316,0
-0.47008918189523946,-0.17129691422418217,1
-0.5057680344935122,0.016079214032787368,1
-0.19690913527814097,0.5074934844911262,1
-0.09380447014509657,-1.0063794185932573,0
0.9318452697732318,0.18226342493597822,0
0.2855054620181977,0.43763664546977415,1
-0.4066495930918815,-0.15272996343569606,1
-0.7174209412741547,0.6441002613591708,0
-0.42578857332291475,0.14708394144621784,1
-0.26539463649192446,1.0043664435000406,0
0.066225030233989,0.5558896816451773,1
-0.44774192053742445,0.05318915473382488,1
0.46307833611324883,-0.2094572150434588,1
-0.41526402963175774,0.32029147406229186,1
1.0683606756661805,-0.08331252469528423,0
0.471052563586078,0.34330275667144217,1
-0.9804998934056576,-0.11652418746168777,0
-0.03668584869964439,-1.0748191031352041,0
-0.2596622575840316,-0.46496040864247584,1
-0.2519818071019812,-0.4597458389847224,1
-0.4379968725708403,-0.9194167623950598,0
-0.20810790485521896,0.9862971863557295,0
0.3051756565752214,-0.37397720218613856,1
0.5670928074235467,-0.09752829540532587,1
0.506138566019167,0.08097230812843378,1
-0.3082303322106303,-0.1668428167705383,1
0.8251668301993418,0.6948589028703491,0
0.417217784268043,0.29879947546500857,1
0.23978230178547236,0.9508587633549033,0
0.5136018577680377,0.7608713075474883,0
-0.4953636827091381,0.2864334080683079,1
0.2522074660577471,-0.9790549121231874,0
0.9732078491539232,0.20842043158574539,0
-0.7617479098705694,-0.524464909523829,0
-0.32970723404879454,1.0198495388158662,0
-1.0628344475562992,0.17586363321990806,0
-0.7655056975828944,-0.7485430925918449,0
-1.0109924281591918,0.05172463029441609,0
0.415488513310072,-0.32332535744972657,1
-0.8737641180989404,0.5825293270551526,0
-1.0962409378273867,-0.14868748541198704,0
-0.7991532974509091,0.5479168644592775,0
-0.4713088502711112,-0.20734551490506606,1
-0.4900725734199103,0.03401547306446516,1
-0.04254174409078784,-0.9525398196802807,0
-0.49441445685589314,-0.12130011322656926,1
0.1868666320268259,0.48183299953877823,1
0.8737143120041981,-0.18466284908098216,0
-0.44721730424361644,-0.1711298925408592,1
-0.9656575743617014,0.0035486207819878674,0
0.5180237076624106,-0.06809151121032798,1
0.2779779191285692,-0.38788504594781237,1
-0.5603495915030421,-0.8197564054564443,0
-0.7881069138970707,-0.671195036035923,0
-0.046090102600527455,0.5637711377374629,1
0.5181006955971237,0.8950911104862248,0
-0.5101447916292894,-0.10067816597461923,1
-0.756106606802586,0.5856413823819363,0
0.879199580532042,0.187661381950762,0
0.018804095224766185,0.5553578135714754,1
0.3629997726341822,0.3885987107931381,1
0.2886212267363827,0.9641376690937769,0
0.6052064403160362,0.8430766222229003,0
-0.1606193149869884,-0.4341241340097791,1
-0.711624580406853,0.7571714151861964,0
0.01784323665022964,0.46835863006871686,1
-0.09176543259372695,-0.9290258966013426,0
0.4462245399722352,-0.866666601091511,0
-0.42882765427797415,-0.16378886886955563,1
-0.07564151857917221,0.5201422566100697,1
0.6024666608440934,-0.77095409508808,0
0.25998342627919163,-0.25375197713600856,1
-0.9727741229919136,-0.24884114437565807,0
-0.8990844188144803,-0.3002305132796781,0
-0.9514416562333794,0.3783156890610515,0
0.46610880015265793,-0.19724975747933407,1
0.4853998470006995,0.23514441815779905,1
0.45978664637003136,0.15138994167045972,1
0.5978095437647586,0.7929742936599369,0
0.44817982301604553,-0.8864317206807298,0
-1.0201131671265127,-0.1691785209928926,0
0.1263474308283586,-0.9594835733550696,0
0.2529851943006757,-0.9691352525665731,0
-1.0643951999380818,0.08312638788841754,0
0.7918569325433891,0.6106690750139151,0
0.9170280908685449,0.4559118583937234,0
-0.11077854092125457,0.48429881229575766,1
-0.34950797024150193,-0.8658922449787181,0
-0.9789166076124858,0.3820301472688186,0
-0.4395408376287593,0.11174221637679066,1
0.015395823101881543,1.0485961397989005,0
0.7110509843722218,0.6603481008240187,0
0.16639982574820247,0.4008880969700491,1
1.0437447215153766,-0.21583979981410545,0
0.13601269170671954,-0.42497796667534243,1
-0.9158089947211416,0.3773928377392439,0
-0.45895919983076566,0.011166314489329532,1
-0.93357101346051,0.24207491496773212,0
0.2652392648256706,0.9490515073482976,0
0.10846453351402154,0.4362763319360114,1
0.06931034156177417,-0.5015816230257174,1
-0.48621824210562964,0.01393615174853334,1
0.7909322275768138,-0.4518013340090343,0
0.7235371942169688,0.6817728580138049,0
0.14742937575761766,0.4966986979154112,1
-0.5616123236019954,-0.7548903187208914,0
0.7133174420105892,-0.7645032795555631,0
-0.07890071571877168,-0.4731157512386625,1
-0.8426894195338896,-0.36756662933901796,0
-0.32675143778800175,-0.4257678263383982,1
-0.3224486188752736,-0.2692024666821851,1
0.15182610197310598,-0.9117091902263398,0
0.9944946822158703,-0.10910648739467993,0
0.5235171774463443,-0.1561289167438844,1
-0.24477695558915916,0.4474768538978028,1
-0.27537941156245865,0.40112759824040745,1
-0.6908131226974503,0.7260293935461745,0
0.21575590224290908,0.47048189861118866,1
0.1173446922935136,0.4877822754294015,1
0.38850424878454937,0.21816701058853216,1
0.871376035437275,-0.3779128971417215,0
-0.14468042438954754,-0.4443965479410536,1
-0.02167833281510354,1.0396009549596619,0
0.485930744672445,-0.9492600635941895,0
-0.15481845417116719,0.4956842245018557,1
0.43463141206577915,-0.3987700900198528,1
0.8492186948329334,-0.5217921921108872,0
-0.07600501512571321,-0.9753970197286808,0
0.40185271529129585,0.32773893756279215,1
0.2901359450167979,-0.9982552511053716,0
0.2630226103076822,-0.4343581719652823,1
0.13351106999648268,-0.4965922694076388,1
0.41736935690527666,0.09437920421321501,1
0.23452171771114572,0.32896166511356745,1
0.18866031760205873,0.4630382798813467,1
1.0222223087840314,0.14390959696110675,0
0.14709617649767848,-1.025540081495051,0
0.9204988889191849,-0.2600565768669795,0
0.18552565396566034,0.3910108252768285,1
0.42772408154497704,-0.9665927295260134,0
-0.43583470632190086,0.18428612333413769,1
-0.00969412701488568,-0.5466577399739637,1
0.5721445956628225,-0.7727180513184833,0
-1.047736257485062,0.04584977632007674,0
0.4247614178315057,0.8144446366487175,0
-0.9849016625864422,-0.3740937409279363,0
0.1251146541796123,-0.483970827267506,1
-0.2814140017579862,-1.0062975701788108,0
-0.5369076781473934,0.02429945940751442,1
0.48309932174529535,0.20996152948784563,1
0.38733185300674966,-0.3388906996719311,1
-0.36241070084859994,-0.3854214174042621,1
-0.3773408804826195,0.11339325141651715,1
-0.935570685586277,0.4858385522239894,0
-0.23229310527240687,0.41899342781784643,1
-0.8437588608461729,-0.47221910757639474,0
-0.5338422190353496,0.2879410659538816,1
0.4662727895249364,0.19043055026919675,1
0.8582355380725147,0.4698290057325123,0
0.08162296812608485,0.9632222488555533,0
0.368420075333665,0.9011905896476156,0
0.902947181686544,-0.3561251067051761,0
0.266708752579809,-0.27634178006139687,1
-0.15477336021175062,-0.47288643637073735,1
0.34643152241741626,0.3852512828956285,1
-0.5720268848092114,0.817698910390995,0
-0.6427147758773396,-0.7327696512194373,0
-0.2763315033417629,0.40769090976691835,1
-0.2556489504117702,-0.43635170479848895,1
-0.17431087872589007,0.9391699967815517,0
